번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모
63,관광펜션업,03_11_02_P,5050000,CDFI3261092013000003,2013-11-14,,03,폐업,03,폐업,2017-09-08,,,,,,780-430,경상북도 경주시 하동 83-13번지,경상북도 경주시 보불로 126-45 (하동),38126,다람쥐와도토리 펜션,2017-09-08 16:10,I,2018-08-31 23:59,,409473.6158,257559.0545,관광펜션업,,보전녹지지역,2,,,,단독주택,2,,,,,,,,,,,,,218.6,,,,,,,,,,,,,219
64,관광펜션업,03_11_02_P,5050000,CDFI3261092014000001,2014-04-03,,03,폐업,03,폐업,2023-11-23,,,,,,780-460,경상북도 경주시 시래동 738,경상북도 경주시 시동로 86-61 (시래동),38200,경주 천년 한옥펜션,2023-11-24 10:14,U,2023-11-26 2:40,,406742.0356,255065.733,관광펜션업,,보전녹지지역,2,,,,단독주택,2,,,,,,,,,,,,,225,,,,,,,,,700000000,,,,225
65,관광펜션업,03_11_02_P,5050000,CDFI3261092014000002,2014-06-18,,03,폐업,03,폐업,2015-12-02,,,,0547438389,,780-400,경상북도 경주시 진현동,경상북도 경주시 진티길 11 (진현동),38127,설레임스토리,2015-12-03 17:56,I,2018-08-31 23:59,,410404.7572,256075.3846,관광펜션업,,주거지역,2,주택가주변,,,단독주택,2,0,,,,,,,,,,,,85.08,,,,,,,,,650000000,,,,85
66,관광펜션업,03_11_02_P,5050000,CDFI3261092014000003,2014-06-18,,03,폐업,03,폐업,2015-02-17,,,,0547776104,,780-430,경상북도 경주시 하동,경상북도 경주시 보불로 190-11 (하동),780-430,두번째설레임,2015-02-25 9:28,I,2018-08-31 23:59,,409185.6695,258105.6735,관광펜션업,,자연녹지지역,2,기타,,,단독주택,2,0,,,,,,,,,,,,104.82,,,,,,,,,10000000,,,,105
67,관광펜션업,03_11_02_P,5050000,CDFI3261092014000004,2014-07-16,,03,폐업,03,폐업,2017-09-04,,,,0547466428,,780-430,경상북도 경주시 하동,경상북도 경주시 하동분접안길 14-24 (하동),38126,띠아모펜션,2017-09-04 15:37,I,2018-08-31 23:59,,408305.0106,258741.8516,관광펜션업,,보전녹지지역,2,기타,,,단독주택,2,0,,,,,,,,,,,,131.75,,,,,,,,,,,,,132
68,관광펜션업,03_11_02_P,5260000,CDFI3261092014000001,2014-03-07,,03,폐업,03,폐업,2015-07-24,,,,,,799-803,경상북도 울릉군 울릉읍 사동리 383-18번지,경상북도 울릉군 울릉읍 사동2길 190,799-803,울릉관광펜션,2015-07-23 16:47,I,2018-08-31 23:59,,543749.2987,449618.7894,관광펜션업,,관리지역,3,기타,,,숙박시설,3,,,,Ulleung Tourism Pension,Tourism Pension,,,,,,,,245.79,,,,,,,,,,,,,246
69,관광펜션업,03_11_02_P,5150000,CDFI3261092011000001,2011-06-13,,03,폐업,03,폐업,2017-09-15,,,,,,769-972,경상북도 의성군 다인면 달제리 326-1번지,경상북도 의성군 다인면 문암길 540-47,,위드파크,2017-09-15 8:56,I,2018-08-31 23:59,,325948.2679,329150.985,관광펜션업,,관리지역,,기타,,,단독주택,2,,,,,,,,,,,,,,,,,,,,,,,,,,
70,관광펜션업,03_11_02_P,5160000,CDFI3261092014000001,2014-03-21,,03,폐업,03,폐업,2016-04-07,,,,054-873-9905,,763-833,경상북도 청송군 부동면 하의리 220-1번지,경상북도 청송군 부동면 주왕산로 629-42,37437,탄해와로라,2016-04-08 10:26,I,2018-08-31 23:59,,390520.165,322415.4289,관광펜션업,,관리지역,2,기타,,,단독주택,2,,,,,,,,,,,,,228.68,,,,,,,,,,,,,229
71,관광펜션업,03_11_02_P,3580000,CDFI3261092014000001,2014-07-21,,03,폐업,03,폐업,2015-10-20,,,,032-761-1950,,409-892,인천광역시 옹진군 덕적면 서포리 310-3번지,인천광역시 옹진군 덕적면 덕적남로606번길 117,409-892,하늘바다펜션,2015-10-24 18:35,I,2018-08-31 23:59,,121681.8372,414050.9666,관광펜션업,,관리지역,2,기타,,,단독주택,2,,,,,,,,,,,,,303,,,,,,,,,100000000,,,,303
72,관광펜션업,03_11_02_P,4510000,CDFI3261092004000001,2004-04-03,,03,폐업,03,폐업,2020-04-29,,,,041-932-8555,,355-943,충청남도 보령시 신흑동 946-4번지,충청남도 보령시 대천항1길 67-30 (신흑동),33490,바다사랑,2020-04-29 13:03,U,2020-05-01 2:40,,155443.8068,313828.6171,관광펜션업,,,3,,,,,2,1,,,,,,,,,,,,968.88,,,,,,,,,0,,,,969
73,관광펜션업,03_11_02_P,4510000,CDFI3261092009000001,2009-12-28,,03,폐업,03,폐업,2024-01-22,,,,041-934-1455,,355-150,충청남도 보령시 신흑동 2222-12,충청남도 보령시 머드로 166 (신흑동),33489,고향펜션,2024-01-22 17:06,U,2024-01-24 2:40,,155826.2614,313238.5528,관광펜션업,,관리지역,3,기타,,,숙박시설,2,1,,,Go Hyang Pension,Tourism Pension,,,,,,,,344.52,,,,,,,,,500000000,,,,345
74,관광펜션업,03_11_02_P,4510000,CDFI3261092010000001,2010-05-18,,03,폐업,03,폐업,2018-07-27,,,,041-931-4621,,355-944,충청남도 보령시 신흑동 2213-13번지,충청남도 보령시 해수욕장13길 11 (신흑동),33489,준펜션,2018-07-27 17:51,I,2018-08-31 23:59,,155848.1709,313408.4774,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Joon Pension,Tourism Pension,,,,,,,,310.72,,,,,,,,,130000000,,,,311
75,관광펜션업,03_11_02_P,4510000,CDFI3261092010000002,2010-08-18,,03,폐업,03,폐업,2019-01-02,,,,041-933-3261,,355-943,충청남도 보령시 신흑동 2260-6번지,충청남도 보령시 해수욕장9길 1 (신흑동),33489,해날펜션,2019-01-17 17:16,U,2019-01-19 2:40,,156040.8098,312897.2666,관광펜션업,,관리지역,3,기타,,,,3,0,,,Hae nal Pension,Tourism Pension,,,,,,,,336.99,,,,,,,,,,,,,337
76,관광펜션업,03_11_02_P,4510000,CDFI3261092011000001,2011-03-14,,03,폐업,03,폐업,2020-05-15,,,,041-933-7139,,355-943,충청남도 보령시 신흑동 2260-1번지,충청남도 보령시 머드로 132 (신흑동),33489,블루비치,2020-05-15 17:08,U,2020-05-19 2:40,,155992.6116,312937.5578,관광펜션업,,관리지역,4,,,,,3,1,,,Blue Beach,Tourism Pension,,,,,,,,436.32,,,,,,,,,,,,,436
77,관광펜션업,03_11_02_P,4510000,CDFI3261092011000003,2011-07-06,,03,폐업,03,폐업,2022-10-14,,,,041-934-6346,,355-943,충청남도 보령시 신흑동 2219-4,충청남도 보령시 해수욕장13길 14-18 (신흑동),33489,썬샤인관광펜션,2022-10-14 10:51,U,2022-10-16 2:40,,155897.0662,313321.0764,관광펜션업,,관리지역,3,기타,,,숙박시설,2,1,,,Sunshine Tourist Pension,Tourism Pension,,,,,,,,397.99,,,,,,,,,200000000,,,,398
78,관광펜션업,03_11_02_P,4510000,CDFI3261092012000001,2012-02-10,,03,폐업,03,폐업,2020-07-17,,,,041-936-4747,,355-943,충청남도 보령시 신흑동 2220-1,충청남도 보령시 머드로 176-11 (신흑동),355-943,펜션좋은집,2020-07-20 10:13,U,2020-07-22 2:40,,155829.7482,313319.3685,관광펜션업,,관리지역,3,기타,,,숙박시설,2,1,,,Pension ATTRACT,Tourism Pension,,,,,,,,280.65,,,,,,,,,100000000,,,,281
79,관광펜션업,03_11_02_P,4510000,CDFI3261092012000004,2012-11-12,,03,폐업,03,폐업,2018-02-09,,,,041-933-4744,,355-943,충청남도 보령시 신흑동 2213-7번지,충청남도 보령시 해수욕장13길 15 (신흑동),33489,그린펜션,2018-02-12 7:53,I,2018-08-31 23:59,,155883.6983,313426.8588,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Green Pension,Tourism Pension,,,,,,,,206.52,,,,,,,,,300000000,,,,207
80,관광펜션업,03_11_02_P,4510000,CDFI3261092012000007,2012-11-27,,03,폐업,03,폐업,2014-01-22,,,,041-931-7441,,355-943,충청남도 보령시 신흑동 2219-3번지,충청남도 보령시 해수욕장13길 14-16 (신흑동),355-943,미래펜션,2014-01-23 9:47,I,2018-08-31 23:59,,155890.9211,313333.7051,관광펜션업,,관리지역,2,기타,,,숙박시설,2,0,,,Mirae Pension,Tourism Pension,,,,,,,,295.26,,,,,,,,,300000000,,,,295
81,관광펜션업,03_11_02_P,4510000,CDFI3261092012000008,2012-12-20,,03,폐업,03,폐업,2017-09-15,,,,041-932-1291,,355-943,충청남도 보령시 신흑동 2219-7번지,충청남도 보령시 해수욕장13길 14-26 (신흑동),33489,나노관광펜션,2017-09-18 9:53,I,2018-08-31 23:59,,155915.4473,313283.0354,관광펜션업,,관리지역,3,기타,,,숙박시설,2,1,,,Nano Tourism Pension,Tourism Pension,,,,,,,,440.85,,,,,,,,,200000000,,,,441
82,관광펜션업,03_11_02_P,4540000,CDFI3261092012000001,2012-05-31,,03,폐업,03,폐업,2014-11-26,,,,041-733-2639,,320-881,충청남도 논산시 벌곡면 수락리 287-2번지,충청남도 논산시 벌곡면 수락계곡2길 63-3,,잉스힐,2014-11-26 13:19,I,2018-08-31 23:59,,227039.7634,295015.0059,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,관광펜션업,03_11_02_P,4540000,CDFI3261092017000002,2017-06-07,,03,폐업,03,폐업,2020-01-31,,,,,,,충청남도 논산시 벌곡면 도산리 90번지,충청남도 논산시 벌곡면 수락계곡길 62,33028,쁘띠 샹플랭,2020-02-03 13:42,U,2020-02-05 2:40,,228038.2247,295308.2319,관광펜션업,,,3,기타,,,숙박시설,3,,,,,,,,,,,,,490.45,,,,,,,,,250000000,,,,490
84,관광펜션업,03_11_02_P,4510000,CDFI3261092013000003,2013-05-28,,03,폐업,03,폐업,2019-06-18,,,,041-933-3803,,355-943,충청남도 보령시 신흑동 2303-2번지,충청남도 보령시 고잠2길 16-6 (신흑동),355-943,대천즐겨찾기,2019-06-18 18:45,U,2019-06-20 2:40,,156474.0878,312433.1812,관광펜션업,,,3,기타,,,숙박시설,3,0,,,Daecheonzeulgyeochakki,Tourism Pension,,,,,,,,314.17,,,,,,,,,500000000,,,,314
85,관광펜션업,03_11_02_P,4510000,CDFI3261092013000005,2013-07-01,,03,폐업,03,폐업,2022-02-21,,,,041-927-7000,,355-943,충청남도 보령시 신흑동 2302-7,충청남도 보령시 고잠2길 16-17 (신흑동),33488,대천에코펜션,2022-02-21 13:25,U,2022-02-23 2:40,,156511.2693,312480.5211,관광펜션업,,,3,기타,,,숙박시설,3,0,,,Daecheon Eco Pension,Tourism Pension,,,,,,,,380.04,,,,,,,,,500000000,,,,380
86,관광펜션업,03_11_02_P,4510000,CDFI3261092013000007,2013-07-05,,03,폐업,03,폐업,2020-04-29,,,,041-934-8188,,355-943,충청남도 보령시 신흑동 2302-12번지,충청남도 보령시 고잠2길 16-3 (신흑동),33488,마마펜션,2020-04-29 13:03,U,2020-05-01 2:40,,156451.2912,312448.4772,관광펜션업,,,3,기타,,,숙박시설,3,0,,,Mama Pension,Tourism Pension,,,,,,,,378.84,,,,,,,,,500000000,,,,379
87,관광펜션업,03_11_02_P,5700000,CDFI3261092007000001,2007-08-09,,03,폐업,03,폐업,2017-09-22,,,,031-883-5034,,469-832,경기도 여주시 금사면 이포리 13-3번지,경기도 여주시 금사면 금사로 11,,스위트관광펜션,2017-09-22 18:03,I,2018-08-31 23:59,,247365.3254,433432.0719,관광펜션업,관광사업,관리지역,2,기타,,,단독주택,2,,,,,,,,,,,,,225.89,,,,,,,,,,,,,226
88,관광펜션업,03_11_02_P,4590000,CDFI3261092019000001,2019-04-29,,03,폐업,03,폐업,2021-12-13,,,,,,,충청남도 청양군 대치면 광대리 268-7,충청남도 청양군 대치면 칠갑호길 208-13,33344,황금나무펜션,2021-12-15 13:03,U,2021-12-17 2:40,,186106.3477,327013.9155,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
89,관광펜션업,03_11_02_P,3400000,CDFI3261092010000001,2010-08-31,,03,폐업,03,폐업,2017-07-31,,,,051-727-3111,,619-951,부산광역시 기장군 장안읍 장안리 106-1번지,부산광역시 기장군 장안읍 하장안1길 8-2,46028,루나 펜션,2017-07-31 14:05,I,2018-08-31 23:59,,404460.4399,209446.1317,관광펜션업,,,2,,,,,,,,,,,,,,,,,,143.26,,,,,,,,,400000000,,,,143
90,관광펜션업,03_11_02_P,4060000,CDFI3261092016000001,2016-03-14,,03,폐업,03,폐업,2018-01-26,,,,,,,경기도 파주시 파평면 율곡리 307-1번지,경기도 파주시 파평면 장승배기로198번길 83-15,10809,원프레임,2018-01-26 16:15,I,2018-08-31 23:59,,184162.3434,486655.142,관광펜션업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,관광펜션업,03_11_02_P,4170000,CDFI3261092005000001,2005-04-28,,03,폐업,03,폐업,2020-07-24,,,,031-775-3907,,476-851,경기도 양평군 단월면 덕수리 370,경기도 양평군 단월면 상가마길1번길 16,,우리벨리펜션,2020-07-24 18:08,U,2020-07-26 2:40,,259485.781,450700.4068,관광펜션업,관광사업,관리지역,2,기타,,,,2,,,,,,,,,,,,,214.53,,,,,,,,,400000000,,,,215
92,관광펜션업,03_11_02_P,4170000,CDFI3261092012000001,2012-12-12,,03,폐업,03,폐업,2020-04-14,,,,031-773-2210,,476-851,경기도 양평군 단월면 부안리,경기도 양평군 단월면 대부록길 37,12528,생각속의 집,2020-04-14 18:01,U,2020-04-16 2:40,,260127.5419,453346.6647,관광펜션업,,관리지역,2,기타,,,다가구용 주택(공동주택적용),2,,,,House of the mind Pension,Tourist Pension,,,,,,,,682.09,,,,,,,,,3000000000,,,,682
93,관광펜션업,03_11_02_P,4170000,CDFI3261092005000002,2005-06-17,,03,폐업,03,폐업,2020-07-17,,,,031-772-7991,,476-801,경기도 양평군 양평읍 백안리 17-32,경기도 양평군 양평읍 백안3리길 112-11,,캐시미어힐 관광펜션,2020-07-20 13:46,U,2020-07-22 2:40,,246598.1975,445476.1195,관광펜션업,,관리지역,3,기타,,,단독주택,2,1,,,Cashmerehill Pension,Tourist Pension,,,,,,,,198.87,,,,,,,,,,,,,199
94,관광펜션업,03_11_02_P,4170000,CDFI3261092011000001,2011-02-21,,03,폐업,03,폐업,2020-02-10,,,,031-774-1776,,476-921,경기도 양평군 강하면 왕창리 298-1,경기도 양평군 강하면 강하1로 46,,꿈이 익는 농장 펜션,2021-02-02 14:16,U,2021-02-04 2:40,,235030.5,442424.0804,관광펜션업,,관리지역,2,기타,,,단독주택,2,0,,,Gumiignunnongjang Pension,Tourist Pension,,,,,,,,263.74,,,,,,,,,,,,,264
95,관광펜션업,03_11_02_P,4510000,CDFI3261092019000005,2019-08-06,,03,폐업,03,폐업,2024-01-18,,,,,,,충청남도 보령시 신흑동 2260-3,충청남도 보령시 해수욕장9길 9 (신흑동),33489,디어펜션,2024-01-22 17:06,U,2024-01-24 2:40,,156013.6303,312933.7905,관광펜션업,,관리지역,3,기타,,,숙박시설,3,,,,Dear Pension,Tourism Pension,,,,,,,,390.42,,,,,,,,,,,,,390
96,관광펜션업,03_11_02_P,4181000,CDFI3261092010000001,2010-08-03,,03,폐업,03,폐업,2017-10-27,,,,,,200-911,강원특별자치도 춘천시 남산면 창촌리 86-4,강원특별자치도 춘천시 남산면 보매기1길 62-14,,여우그늘관광펜션,2018-01-18 11:30,I,2023-06-13 0:00,,256553.9774,476601.1099,관광펜션업,,관리지역,3,기타,,,숙박시설,3,0,0,0,YEUGEUNEUL TOUR PENSION,TOUR PENSION AGENCY,0,0,,0,0,,0,575.09,,0,,,,,,,1000000000,,,,575
97,관광펜션업,03_11_02_P,4181000,CDFI3261092014000001,2014-10-20,,03,폐업,03,폐업,2017-11-16,,,,,,200-914,강원특별자치도 춘천시 남산면 서천리 319,강원특별자치도 춘천시 남산면 서천길 117,24464,쏠리오,2018-01-18 11:31,I,2023-06-13 0:00,,247650.4201,482561.62,관광펜션업,,관리지역,3,,,,단독주택,3,1,0,0,,,0,0,,0,0,,0,571.3,,0,,,,,,,0,,,,571
98,관광펜션업,03_11_02_P,4181000,CDFI3261092020000001,2020-03-06,,03,폐업,03,폐업,2021-04-15,,,,,,,강원특별자치도 춘천시 남산면 서천리 532,강원특별자치도 춘천시 남산면 북한강변길 178,24464,온정 펜션,2021-04-15 17:56,I,2023-06-13 0:00,,247075.8072,482237.2033,관광펜션업,,,2,기타,,한화손해보험,,2,0,0,0,,,0,0,,0,0,,0,198,,0,,,,,,,700000000,,,,198
99,관광펜션업,03_11_02_P,4191000,CDFI3261092020000001,2020-03-05,,03,폐업,03,폐업,2021-08-10,,,,,,,강원특별자치도 원주시 소초면 학곡리 57-13,"강원특별자치도 원주시 소초면 백교길 107, 클라우드펜션민박",26304,클라우드펜션민박,2021-12-23 17:50,I,2023-06-13 0:00,,294555.1178,436511.3941,관광펜션업,,,3,,,,,2,1,0,0,,,0,0,,0,0,,0,171.66,,0,,,,,,,0,,,,172
100,관광펜션업,03_11_02_P,4221000,CDFI3261092011000001,2011-01-12,,03,폐업,03,폐업,2015-01-07,,,,033-554-0007,,235-802,강원특별자치도 태백시 황지동 496-2,강원특별자치도 태백시 서학로 940-9 (황지동),235-019,하늘다음펜션,2015-01-08 9:55,I,2023-06-13 0:00,,374764.4655,407969.5125,관광펜션업,,자연녹지지역,2,기타,,,다가구용 주택(공동주택적용),2,0,0,0,,,0,0,,0,0,,0,213.39,,0,,,,,,,500000000,,,,213
101,관광펜션업,03_11_02_P,4341000,CDFI3261092012000001,2012-07-17,,03,폐업,03,폐업,2016-04-27,,,,,,219-833,강원특별자치도 고성군 토성면 천진리 47,강원특별자치도 고성군 토성면 천진해변길 31,24764,바다의아침,2016-04-28 10:38,I,2023-06-13 0:00,,336410.8896,529664.1556,관광펜션업,,,0,,,,,0,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,1200000000,,,,0
102,관광펜션업,03_11_02_P,4261000,CDFI3261092004000001,2004-07-21,,03,폐업,03,폐업,,,,,,,225-834,강원특별자치도 횡성군 둔내면 삽교리 1460,강원특별자치도 횡성군 둔내면 청태산로303번길 21,25261,청태산관광펜션,2020-03-30 16:02,I,2023-06-13 0:00,,310834.9004,447285.9342,관광펜션업,관광사업,관리지역,2,기타,,,숙박시설,2,1,0,0,cheongtasan Tourism Pension,Tourist Pension,0,0,,0,0,,0,343.02,,0,,,,,,,2000000000,,,,343
103,관광펜션업,03_11_02_P,4261000,CDFI3261092006000001,2006-09-18,,03,폐업,03,폐업,2014-02-18,,,,033-344-6776,,225-862,강원특별자치도 횡성군 서원면 석화리 232,강원특별자치도 횡성군 서원면 월송석화로 98-33,,다래와밤나무,2014-02-20 13:28,I,2023-06-13 0:00,,271565.8826,439012.9393,관광펜션업,관광사업,관리지역,2,기타,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,65.09,,0,,,,,,,350000000,,,,65
104,관광펜션업,03_11_02_P,4251000,CDFI3261092004000001,2004-04-30,,03,폐업,03,폐업,2015-04-23,,,,033-434-1609,,250-852,강원특별자치도 홍천군 서면 대곡리 1040-1,강원특별자치도 홍천군 서면 한서로 1477,,마이웨이 비발디 관광펜션,2015-04-24 8:36,I,2023-06-13 0:00,,255745.7672,460038.1878,관광펜션업,,,0,,,,,0,0,0,0,MYWAY VIVALDI TOURISM PENSYEON,,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
105,관광펜션업,03_11_02_P,4251000,CDFI3261092004000003,2004-08-03,,03,폐업,03,폐업,2015-04-13,,,,033-434-8813,,250-803,강원특별자치도 홍천군 홍천읍 삼마치리 385,강원특별자치도 홍천군 홍천읍 영서로 1673,,홍천파인밸리관광펜션,2015-05-15 14:54,I,2023-06-13 0:00,,278888.286,458486.4676,관광펜션업,,,0,,,,,0,0,0,0,HONGCHEON FINE VALLEY TOURISM PENSYEON,TOURISM PENSYEON,0,0,,0,0,,0,267.89,,0,,,,,,,0,,,,268
106,관광펜션업,03_11_02_P,4251000,CDFI3261092007000001,2007-06-27,,03,폐업,03,폐업,2017-08-31,,,,,,250-882,강원특별자치도 홍천군 북방면 노일리 901-3,강원특별자치도 홍천군 북방면 노일로 341,25111,OG 펜션,2017-09-04 13:50,I,2023-06-13 0:00,,264270.2874,465417.1919,관광펜션업,,,0,,,,,0,0,0,0,OG PENSYEON,TOURISM PENSYEON,0,0,,0,0,,0,0,,0,,,,,,,0,,,,0
107,관광펜션업,03_11_02_P,4251000,CDFI3261092010000001,2010-03-25,,03,폐업,03,폐업,2016-03-24,,,,433-0353,,250-833,강원특별자치도 홍천군 서석면 수하리 1301-8,강원특별자치도 홍천군 서석면 진여울길46번길 29-10,,황금소나무펜션,2016-03-24 19:23,I,2023-06-13 0:00,,302442.3308,471562.3189,관광펜션업,,,2,,,,,2,0,0,0,,,0,0,,0,0,,0,0,,0,,,,,,,400000000,,,,0
108,관광펜션업,03_11_02_P,4281000,CDFI3261092004000003,2004-04-28,,03,폐업,03,폐업,2016-01-07,,,,033-332-0016,,232-811,강원특별자치도 평창군 방림면 계촌리 2223,강원특별자치도 평창군 방림면 감동지길 116-10,,관광펜션 삼봉출발,2018-03-12 14:36,I,2023-06-13 0:00,,312654.2774,442710.349,관광펜션업,관광사업,,2,,,,,2,0,0,0,,,0,0,,0,0,,0,990,,0,,,,,,,0,,,,990
109,관광펜션업,03_11_02_P,4281000,CDFI3261092005000001,2005-05-23,,03,폐업,03,폐업,2014-07-07,,,,,,232-922,강원특별자치도 평창군 봉평면 면온리 693-11,강원특별자치도 평창군 봉평면 석이바우길 76-6,,올리브관광펜션,2018-03-12 14:37,I,2023-06-13 0:00,,319265.8405,453355.2824,관광펜션업,관광사업,관리지역,3,기타,,,단독주택,3,0,0,0,,,0,0,,0,0,,0,454,,0,,,,,,,0,,,,454
110,관광펜션업,03_11_02_P,4281000,CDFI3261092007000001,2007-12-28,,03,폐업,03,폐업,2016-04-19,,,,033-334-8263,,232-811,강원특별자치도 평창군 방림면 계촌리 2226-1,강원특별자치도 평창군 방림면 감동지길 114-12,,오랜지관광펜션,2018-03-12 15:01,I,2023-06-13 0:00,,312654.8543,442566.8308,관광펜션업,관광사업,관리지역,2,기타,,,다가구용 주택(공동주택적용),2,0,0,0,,,0,0,,0,0,,0,990,,0,,,,,,,500000000,,,,990
111,관광펜션업,03_11_02_P,4281000,CDFI3261092008000004,2008-05-13,,03,폐업,03,폐업,2015-09-18,,,,,,232-943,강원특별자치도 평창군 진부면 탑동리 339-3,,,관광펜션 시실리,2018-03-12 16:49,I,2023-06-13 0:00,,,,관광펜션업,관광사업,관리지역,1,기타,,,단독주택,1,0,0,0,,,0,0,,0,0,,0,225.47,,0,,,,,,,200000000,,,,225
112,관광펜션업,03_11_02_P,4281000,CDFI3261092010000001,2010-11-22,,03,폐업,03,폐업,2016-04-20,,,,,,232-923,강원특별자치도 평창군 봉평면 흥정리 250-8,강원특별자치도 평창군 봉평면 흥정계곡1길 35-6,,벤치하우스,2018-03-12 16:39,I,2023-06-13 0:00,,318858.2437,460068.2361,관광펜션업,,,2,,,,,0,0,0,0,,,0,0,,0,0,,0,197.21,,0,,,,,,,0,,,,197
113,관광펜션업,03_11_02_P,4281000,CDFI3261092012000002,2012-11-16,,03,폐업,03,폐업,2014-11-07,,,,033-333-7778,,232-922,강원특별자치도 평창군 봉평면 면온리 697-8,강원특별자치도 평창군 봉평면 석이바우길 92-40,25309,칸델라 통나무 펜션,2018-03-12 16:44,I,2023-06-13 0:00,,319569.8556,453416.4364,관광펜션업,,관리지역,2,기타,,,단독주택,2,0,0,0,,,0,0,,0,0,,0,156.64,,0,,,,,,,0,,,,157
